FECHA_PRES;HORA_PRES;NUMFIRMAS;ID_TIPOCANALENTRADA;DESC_TIPOCANALENTRADA;ID_CANALENTRADA;DESC_CANALENTRADA;ID_TIPOSOLICITUD;DESC_TIPOSOLICITUD;ID_PROCEDIMIENTO;DESC_PROCEDIMIENTO;ID_MATERIA;DESC_MATERIA_COMPLETO;ID_SUBMATERIA;DESC_SUBMATERIA_COMPLETO;ID_ESTADO;DESC_ESTADO;NUMEXPEDIENTE
20160203;1025;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;24;IBI. Liquidaciones -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08620
20160203;1053;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;24;IBI. Liquidaciones -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08635
20160203;1055;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;23;IBI. Beneficios fiscales -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08636
20160203;1122;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;16;IVTM Liquidaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08654
20160203;1227;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;16;IVTM Liquidaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08696
20160203;1323;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;110;AG Cambio de procedimiento -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08754
20160203;1508;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;110;AG Cambio de procedimiento -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08802
20160203;1529;1;1;Telemático;1;Internet;8;Petición información;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;25;IBI. Notificaciones -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08815
20160203;1619;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;3;R Certificados y justificantes -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08828
20160203;1634;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;16;IVTM Liquidaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08832
20160203;1837;1;1;Telemático;1;Internet;8;Petición información;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;16;IVTM Liquidaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08871
20160203;1850;1;1;Telemático;1;Internet;8;Petición información;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;22;IBI. Catastro -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08874
20160203;1908;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;16;IVTM Liquidaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08880
20160203;2017;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;110;AG Cambio de procedimiento -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08905
20160204;0;1;3;Presencial;56;Área de Gobierno de Hacienda y Administración Pública;6;Felicitación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;90;OAIC Atención del funcionario -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08952
20160204;0;1;1;Telemático;3;Correo electrónico Oficina;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;7;RE Deudas no tributarias -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08968
20160204;0;1;1;Telemático;3;Correo electrónico Oficina;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;7;RE Deudas no tributarias -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08974
20160204;0;1;1;Telemático;3;Correo electrónico Oficina;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;27;IBI. Devoluciones -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09069
20160204;0;1;3;Presencial;53;Agencia Tributaria Madrid - Sacramento;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;28;IBI. Otros -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09078
20160204;0;1;1;Telemático;3;Correo electrónico Oficina;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;6;I.I.V.T.N.U. -Sugerencia y Reclamacion Tributaria-;59;IIVTNU Liquidaciones -I.I.V.T.N.U.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09079
20160204;0;1;3;Presencial;56;Área de Gobierno de Hacienda y Administración Pública;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;1;R Aplazamientos/Fraccionamientos -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08991
20160204;0;1;3;Presencial;76;Registro Oficina;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;4;R Otros -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/12358
20160204;0;1;3;Presencial;53;Agencia Tributaria Madrid - Sacramento;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;93;OAIC Información y asistencia -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/12622
20160204;0;1;3;Presencial;70;Registro Municipal;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;22;IBI. Catastro -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10777
20160204;455;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;110;AG Cambio de procedimiento -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08939
20160204;837;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;5;RE Embargos -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08945
20160204;1012;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;24;IBI. Liquidaciones -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/08979
20160204;1108;1;1;Telemático;1;Internet;4;Sugerencia;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;5;RE Embargos -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09002
20160204;1116;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;14;IVTM Beneficios Fiscales -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09007
20160204;1659;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;2;R Domiciliaciones (Proced. Recaudación) -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09151
20160204;2137;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;110;AG Cambio de procedimiento -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09189
20160205;0;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;16;IVTM Liquidaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/11256
20160205;0;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;106;R PAC -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/11535
20160205;0;1;1;Telemático;1;Internet;4;Sugerencia;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;90;OAIC Atención del funcionario -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/14322
20160205;946;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;16;IVTM Liquidaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09254
20160205;1105;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;6;RE Notificaciones -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09298
20160205;1203;1;3;Presencial;38;OAC Retiro;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;2;R Domiciliaciones (Proced. Recaudación) -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09330
20160205;1232;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;5;RE Embargos -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09347
20160205;1300;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;1;R Aplazamientos/Fraccionamientos -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09369
20160205;1345;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;40;AG Asuntos generales -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09393
20160205;2022;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;110;AG Cambio de procedimiento -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09456
20160206;0;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;99;Presentación telemática -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/11254
20160206;1053;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;112;AG No adminitidas -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09494
20160206;1056;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;112;AG No adminitidas -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09495
20160206;1149;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;4;R Otros -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09504
20160206;1217;1;1;Telemático;1;Internet;4;Sugerencia;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;17;IVTM Notificaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09511
20160206;1251;1;1;Telemático;1;Internet;4;Sugerencia;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;110;AG Cambio de procedimiento -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09516
20160207;1252;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;106;R PAC -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09594
20160208;0;1;3;Presencial;53;Agencia Tributaria Madrid - Sacramento;6;Felicitación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;94;RDM Atención del funcionario -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09824
20160208;0;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;22;IBI. Catastro -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10478
20160208;0;1;1;Telemático;1;Internet;4;Sugerencia;202;Sugerencia y Reclamacion Tributaria;7;Tasas y precios públicos -Sugerencia y Reclamacion Tributaria-;67;T Otras tasas -Tasas y precios públicos- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10481
20160208;0;1;1;Telemático;1;Internet;4;Sugerencia;202;Sugerencia y Reclamacion Tributaria;6;I.I.V.T.N.U. -Sugerencia y Reclamacion Tributaria-;59;IIVTNU Liquidaciones -I.I.V.T.N.U.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10483
20160208;0;1;3;Presencial;70;Registro Municipal;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;6;I.I.V.T.N.U. -Sugerencia y Reclamacion Tributaria-;59;IIVTNU Liquidaciones -I.I.V.T.N.U.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10355
20160208;0;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;99;Presentación telemática -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/12559
20160208;0;1;3;Presencial;6;CAM;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;7;RE Deudas no tributarias -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/13969
20160208;0;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;7;RE Deudas no tributarias -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10700
20160208;0;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;7;RE Deudas no tributarias -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10555
20160208;859;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;106;R PAC -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09663
20160208;929;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;6;RE Notificaciones -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09685
20160208;1028;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;104;Atención telefónica y telemática - R.Ejecutiva -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09727
20160208;1043;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;109;Aplicación de pago -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09746
20160208;1353;1;1;Telemático;1;Internet;8;Petición información;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;106;R PAC -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09858
20160208;1926;1;1;Telemático;1;Internet;8;Petición información;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;27;IBI. Devoluciones -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09963
20160208;1942;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;23;IBI. Beneficios fiscales -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/09965
20160209;0;1;1;Telemático;3;Correo electrónico Oficina;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;17;IVTM Notificaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10025
20160209;0;1;3;Presencial;53;Agencia Tributaria Madrid - Sacramento;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;90;OAIC Atención del funcionario -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10059
20160209;0;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;16;IVTM Liquidaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10423
20160209;0;1;3;Presencial;31;OAC Fuencarral - El Pardo;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;7;RE Deudas no tributarias -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/11536
20160209;1313;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;3;R Certificados y justificantes -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10179
20160209;1508;1;1;Telemático;1;Internet;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;24;IBI. Liquidaciones -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10240
20160209;1853;1;1;Telemático;69;Internet Móvil;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;4;Asuntos generales -Sugerencia y Reclamacion Tributaria-;110;AG Cambio de procedimiento -Asuntos generales- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10301
20160209;2229;1;1;Telemático;1;Internet;4;Sugerencia;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;106;R PAC -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10331
20160210;0;1;1;Telemático;3;Correo electrónico Oficina;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;97;RDM Información y asistencia -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10404
20160210;0;1;1;Telemático;3;Correo electrónico Oficina;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;7;Tasas y precios públicos -Sugerencia y Reclamacion Tributaria-;64;T SER (Tasas) -Tasas y precios públicos- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10411
20160210;0;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;7;RE Deudas no tributarias -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/13311
20160210;0;1;3;Presencial;65;OAIC Sur;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;98;Atención telefónica 010 Línea Madrid -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10487
20160210;0;1;3;Presencial;65;OAIC Sur;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;98;Atención telefónica 010 Línea Madrid -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10497
20160210;0;1;3;Presencial;53;Agencia Tributaria Madrid - Sacramento;6;Felicitación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;90;OAIC Atención del funcionario -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10573
20160210;0;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;3;I.B.I. -Sugerencia y Reclamacion Tributaria-;24;IBI. Liquidaciones -I.B.I.- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10723
20160210;0;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;104;Atención telefónica y telemática - R.Ejecutiva -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/11237
20160210;0;1;3;Presencial;70;Registro Municipal;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;10;Atención contribuyente -Sugerencia y Reclamacion Tributaria-;90;OAIC Atención del funcionario -Atención contribuyente- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10780
20160210;923;1;2;Teléfono;4;Teléfono 010;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;17;IVTM Notificaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10369
20160210;925;1;3;Presencial;25;OAC Barajas;5;Reclamación;202;Sugerencia y Reclamacion Tributaria;2;IVTM -Sugerencia y Reclamacion Tributaria-;17;IVTM Notificaciones -IVTM- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10370
20160210;926;1;1;Telemático;1;Internet;4;Sugerencia;202;Sugerencia y Reclamacion Tributaria;7;Tasas y precios públicos -Sugerencia y Reclamacion Tributaria-;64;T SER (Tasas) -Tasas y precios públicos- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10371
20160210;1021;1;1;Telemático;1;Internet;8;Petición información;202;Sugerencia y Reclamacion Tributaria;1;Recaudación -Sugerencia y Reclamacion Tributaria-;5;RE Embargos -Recaudación- -Sugerencia y Reclamacion Tributaria-;5;Terminado;502/2016/10403
